9

Author: Jake Vallow
Organisation: University of York, Wolfson Atmospheric Chemistry Laboratory
contact: jake.vallow@york.ac.uk
Instrument ID: Single Channel NO-LIF, laser 3
label: Example data
Reprocessed on: 2025/05/22 15:57:18
Time reference: (seconds since 1904-01-01 00:00:00)
Permalink to reprocess code: 

mac_time_s,lsr_pwr_on_mW,lsr_pwr_off_mW,lsr_pwr_mW,sig_A_on_cts,sig_A_off_cts,sig_A_diff_cts,task,cal_mfc,blc_flag_0,blc_flag_1,sig_cell_flow,cell_pressure,ref_cell_flow
3814308153.661,0.48929625,0.46703,0.478163125,669267.751886321,76375.69165186227,592892.0602344588,2.0,0.46250000596,1.0,0.0,0.961868858568,100.880621624,0.495966529846
3814308153.761,0.48902375,0.463775,0.47639937499999996,657188.2681014447,88344.04946555862,568844.2186358861,2.0,0.46250000596,1.0,0.0,0.961868858568,100.880621624,0.495966529846
3814308153.861,0.48947,0.45723,0.47335000000000005,668311.0223309463,83290.78606190377,585020.2362690425,2.0,0.46250000596,1.0,0.0,1.06209132455,99.3879950523,0.502101864815
3814308153.961,0.48926875000000003,0.4602,0.47473437500000004,655216.5717090644,82286.43174055702,572930.1399685075,2.0,0.46250000596,1.0,0.0,1.06209132455,99.3879950523,0.502101864815
3814308154.061,0.48894875,0.45936,0.474154375,675461.4414906217,81260.54237668883,594200.8991139329,2.0,0.46250000596,1.0,0.0,1.04151528252,103.459009838,0.49859559536
3814308154.161,0.48942125000000003,0.463455,0.47643812500000005,672378.8716642282,78089.78656356187,594289.0851006663,2.0,0.46250000596,1.0,0.0,1.04151528252,103.459009838,0.49859559536
3814308154.261,0.48819124999999997,0.46538500000000005,0.476788125,670353.1843101018,84407.19099350911,585945.9933165926,2.0,0.502539098263,1.0,0.0,1.02096440253,100.20211916,0.503854999542
3814308154.361,0.48877125,0.45957499999999996,0.474173125,653636.9300977091,84960.3479122296,568676.5821854795,2.0,0.502539098263,1.0,0.0,1.02096440253,100.20211916,0.503854999542
3814308154.461,0.48674625,0.46715,0.476948125,659152.6319681952,87940.48051643914,571212.151451756,2.0,0.502539098263,1.0,0.0,1.06088099696,102.916326141,0.496842460632
3814308154.561,0.48724375,0.46201499999999995,0.47462937499999996,649320.153151915,82079.80970506431,567240.3434468507,2.0,0.502539098263,1.0,0.0,1.06088099696,102.916326141,0.496842460632
3814308154.661,0.48653749999999996,0.458895,0.47271624999999995,669670.08912385,89158.41524998721,580511.6738738627,2.0,0.502539098263,1.0,0.0,1.04998492993,102.10200491,0.503854999542
3814308154.761,0.48865000000000003,0.459295,0.4739725,642669.0368522527,87025.36519158303,555643.6716606696,2.0,0.502539098263,1.0,0.0,1.04998492993,102.10200491,0.503854999542
3814308154.861,0.48909749999999996,0.460565,0.47483125,649876.2997983438,94087.04568775698,555789.2541105868,2.0,0.49277344346,1.0,0.0,1.052405864,100.47355957,0.502977795601
3814308154.961,0.48626375,0.467655,0.47695937499999996,646434.7274112381,85009.98734227646,561424.7400689616,2.0,0.49277344346,1.0,0.0,1.052405864,100.47355957,0.502977795601
3814308155.061,0.487485,0.46009,0.47378750000000003,653384.1336905477,88078.55749421359,565305.5761963341,2.0,0.49277344346,1.0,0.0,1.04756434421,96.4023476601,0.50560813427
3814308155.161,0.4900375,0.46813000000000005,0.47908375000000003,639147.2542705212,88597.45412435681,550549.8001461644,2.0,0.49277344346,1.0,0.0,1.04756434421,96.4023476601,0.50560813427
3814308155.261,0.4868925,0.46677500000000005,0.47683375000000006,654329.485942981,84050.16029591359,570279.3256470674,2.0,0.49277344346,1.0,0.0,1.01009419577,99.1165546417,0.504730930328
3814308155.361,0.48739125,0.460845,0.474118125,658047.3536714533,86602.11250118384,571445.2411702694,2.0,0.49277344346,1.0,0.0,1.01009419577,99.1165546417,0.504730930328
3814308155.461,0.49034500000000003,0.468285,0.47931500000000005,651193.747023602,78947.20228491783,572246.5447386842,2.0,0.493359386921,1.0,0.0,0.941415668296,98.4380521774,0.502101864815
3814308155.561,0.489695,0.46465999999999996,0.4771775,643502.0876388254,85315.4340538113,558186.6535850142,2.0,0.493359386921,1.0,0.0,0.941415668296,98.4380521774,0.502101864815
3814308155.661,0.49083,0.46267,0.47675,649319.404923845,83675.5047171194,565643.9002067256,2.0,0.493359386921,1.0,0.0,0.955850705224,100.337937927,0.497719664574
3814308155.761,0.4892975,0.467875,0.47858625,644326.051600521,85646.30692084381,558679.7446796772,2.0,0.493359386921,1.0,0.0,0.955850705224,100.337937927,0.497719664574
3814308155.861,0.49170875,0.465945,0.478826875,669434.1377805098,87314.37941156814,582119.7583689416,2.0,0.493359386921,1.0,0.0,0.970298279821,102.37344532,0.497719664574
3814308155.961,0.4888625,0.46382,0.47634125,657018.1203879546,86499.10540282784,570519.0149851268,2.0,0.493359386921,1.0,0.0,0.970298279821,102.37344532,0.497719664574
3814308156.061,0.49067875,0.46087,0.47577437499999997,652463.4754885619,89565.76017738428,562897.7153111777,2.0,0.505273461342,1.0,0.0,0.990786993235,99.795057106,0.499472799301
3814308156.161,0.4885125,0.46728000000000003,0.47789625,658382.7135140792,78682.68609379706,579700.0274202821,2.0,0.505273461342,1.0,0.0,0.990786993235,99.795057106,0.499472799301
3814308156.261,0.48817375,0.46362000000000003,0.475896875,641657.1809002428,88378.2813219218,553278.899578321,2.0,0.505273461342,1.0,0.0,1.03063175404,100.880621624,0.502977795601
3814308156.361,0.48831875,0.46168,0.474999375,653403.8306518828,86366.09506166227,567037.7355902205,2.0,0.505273461342,1.0,0.0,1.03063175404,100.880621624,0.502977795601
3814308156.461,0.488025,0.465845,0.476935,662065.5286535537,83608.73428741733,578456.7943661363,2.0,0.505273461342,1.0,0.0,1.01854799654,98.709492588,0.502977795601
3814308156.561,0.48777499999999996,0.467275,0.477525,646976.8382511918,89714.30554123057,557262.5327099612,2.0,0.505273461342,1.0,0.0,1.01854799654,98.709492588,0.502977795601
3814308156.661,0.489815,0.46124,0.4755275,643954.4713643364,92840.02637411113,551114.4449902254,2.0,0.495898455381,1.0,0.0,1.00767935725,97.352290535,0.504730930328
3814308156.761,0.4892575,0.46072,0.47498875,646138.9107388555,92970.57998760276,553168.3307512527,2.0,0.495898455381,1.0,0.0,1.00767935725,97.352290535,0.504730930328
3814308156.861,0.48975625,0.46404,0.476898125,644679.7086646874,84619.55405168692,560060.1546130005,2.0,0.495898455381,1.0,0.0,0.961868858568,98.8451142311,0.502977795601
3814308156.961,0.49053,0.46394,0.477235,632487.6723001188,86356.9046737414,546130.7676263774,2.0,0.495898455381,1.0,0.0,0.961868858568,98.8451142311,0.502977795601
3814308157.061,0.48971,0.46299999999999997,0.476355,628096.9682080339,88497.33637513575,539599.6318328981,2.0,0.495898455381,1.0,0.0,0.935404915427,95.3167831421,0.502977795601
3814308157.161,0.4898175,0.46503,0.47742375000000004,630776.2487306292,84447.82397770112,546328.4247529281,2.0,0.495898455381,1.0,0.0,0.935404915427,95.3167831421,0.502977795601
3814308157.261,0.4879175,0.46482999999999997,0.47637375,629083.4862651625,92800.0226193691,536283.4636457934,2.0,0.502734363079,1.0,0.0,0.942619128102,101.966383266,0.49859559536
3814308157.361,0.4893425,0.45681,0.47307625,612154.8851631859,86274.90886788502,525879.9762953009,2.0,0.502734363079,1.0,0.0,0.942619128102,101.966383266,0.49859559536
3814308157.461,0.4889025,0.46829,0.47859625,612835.3272226657,91059.40857043499,521775.91865223064,2.0,0.502734363079,1.0,0.0,0.914984287677,101.559124088,0.49859559536
3814308157.561,0.48718125,0.4659,0.476540625,607205.8334550714,97781.87545710956,509423.9579979619,2.0,0.502734363079,1.0,0.0,0.914984287677,101.559124088,0.49859559536
3814308157.661,0.48745875,0.465605,0.476531875,618140.1243753142,88948.15929460444,529191.9650807098,2.0,0.502734363079,1.0,0.0,1.02338115687,101.966383266,0.49509059906
3814308157.761,0.48713875,0.45979000000000003,0.47346437500000005,597079.9379888388,93844.63084699922,503235.3071418395,2.0,0.502734363079,1.0,0.0,1.02338115687,101.966383266,0.49509059906
3814308157.861,0.48807500000000004,0.468775,0.478425,592431.0184360666,100130.79914856865,492300.2192874979,2.0,0.514257848263,1.0,0.0,1.05724701845,99.9306787491,0.495966529846
3814308157.961,0.48604,0.469565,0.4778025,597701.8605331712,93393.82239919105,504308.0381339802,2.0,0.514257848263,1.0,0.0,1.05724701845,99.9306787491,0.495966529846
3814308158.061,0.48593375000000005,0.46153999999999995,0.473736875,586431.5565437345,91908.26655911776,494523.28998461674,2.0,0.514257848263,1.0,0.0,1.04030467718,101.966383266,0.502101864815
3814308158.161,0.48561125000000005,0.46934,0.477475625,585775.2361861552,99600.50697200207,486174.72921415314,2.0,0.514257848263,1.0,0.0,1.04030467718,101.966383266,0.502101864815
3814308158.261,0.4860425,0.46003,0.47303625,591301.9962403345,97044.52859768136,494257.4676426531,2.0,0.514257848263,1.0,0.0,1.0318416623,97.6237309456,0.503854999542
3814308158.361,0.48791249999999997,0.465415,0.47666375,580901.8673608131,99309.97054822251,481591.89681259054,2.0,0.514257848263,1.0,0.0,1.0318416623,97.6237309456,0.503854999542
3814308158.461,0.48662375,0.46657000000000004,0.47659687500000003,574601.8978005442,94365.48633829076,480236.4114622534,2.0,0.505468785763,1.0,0.0,1.03425822775,97.4881093025,0.501225934029
3814308158.561,0.4867075,0.474545,0.48062625000000003,576962.1079923284,96065.03358600411,480897.07440632425,2.0,0.505468785763,1.0,0.0,1.03425822775,97.4881093025,0.501225934029
3814308158.661,0.487515,0.47226,0.4798875,574967.9873906183,100228.37703587204,474739.6103547463,2.0,0.505468785763,1.0,0.0,0.964277079149,100.066497517,0.499472799301
3814308158.761,0.48697625,0.47153999999999996,0.479258125,575247.3728574798,95798.42342344773,479448.9494340321,2.0,0.505468785763,1.0,0.0,0.964277079149,100.066497517,0.499472799301
3814308158.861,0.4879125,0.474495,0.48120375000000004,574118.5233542032,103242.26572244789,470876.2576317553,2.0,0.505468785763,1.0,0.0,0.976321657067,99.3879950523,0.503854999542
3814308158.961,0.48606125,0.475565,0.480813125,573331.2647953895,98365.00013205226,474966.26466333726,2.0,0.505468785763,1.0,0.0,0.976321657067,99.3879950523,0.503854999542
3814308159.061,0.4902075,0.47276,0.48148375,572628.03494865,98347.234443196,474280.80050545407,2.0,0.512890636921,1.0,0.0,1.00043868459,101.559124088,0.506484065056
3814308159.161,0.48934500000000003,0.474985,0.482165,558755.9412155845,100984.55913481588,457771.38208076864,2.0,0.512890636921,1.0,0.0,1.00043868459,101.559124088,0.506484065056
3814308159.261,0.4892025,0.46808,0.47864125,557792.6555560718,100584.3139302545,457208.3416258173,2.0,0.512890636921,1.0,0.0,1.01734080147,101.423502445,0.494213395119
3814308159.361,0.49070875,0.473845,0.48227687500000005,547464.5268140719,93903.25779065277,453561.2690234191,2.0,0.512890636921,1.0,0.0,1.01734080147,101.423502445,0.494213395119
3814308159.461,0.48754125000000004,0.471375,0.479458125,560853.7415563428,101626.74920404745,459226.9923522954,2.0,0.512890636921,1.0,0.0,1.04635506079,103.187569427,0.497719664574
3814308159.561,0.49066125,0.47339,0.482025625,554507.6706030159,99648.30224809691,454859.368354919,2.0,0.512890636921,1.0,0.0,1.04635506079,103.187569427,0.497719664574
3814308159.661,0.48867125,0.47503,0.481850625,554162.9771630534,93526.77768765268,460636.1994754007,2.0,0.49179688096,1.0,0.0,1.06572458874,103.323388195,0.507359995842
3814308159.761,0.49109125,0.47532,0.48320562499999997,538030.1530123015,106589.19603406294,431440.9569782386,2.0,0.49179688096,1.0,0.0,1.06572458874,103.323388195,0.507359995842
3814308159.861,0.48908375,0.474475,0.481779375,547455.5595124894,105177.23042434608,442278.3290881433,2.0,0.49179688096,1.0,0.0,1.06814778672,99.2521762848,0.504730930328
3814308159.961,0.4859,0.476,0.48095,543473.2459031919,106006.22519339895,437467.0207097929,2.0,0.49179688096,1.0,0.0,1.06814778672,99.2521762848,0.504730930328
3814308160.061,0.48893374999999994,0.473615,0.481274375,546805.7611924548,104921.87226189487,441883.88893056,2.0,0.49179688096,1.0,0.0,1.05966899732,98.709492588,0.504730930328
3814308160.161,0.48869625,0.47565999999999997,0.482178125,542067.1831763445,106759.21530013431,435307.96787621017,2.0,0.49179688096,1.0,0.0,1.05966899732,98.709492588,0.504730930328
3814308160.261,0.4915975,0.47377,0.48268375,528747.7497600683,103013.84010181273,425733.9096582555,2.0,0.4912109375,1.0,0.0,1.00526486707,98.9807358742,0.502101864815
3814308160.361,0.48751875,0.48198,0.48474937500000004,530894.3166525138,103315.33556947051,427578.98108304327,2.0,0.4912109375,1.0,0.0,1.00526486707,98.9807358742,0.502101864815
3814308160.461,0.48704625,0.474445,0.480745625,551112.8799282343,101509.90742582217,449602.9725024121,2.0,0.4912109375,1.0,0.0,0.985964988966,96.8096068382,0.497719664574
3814308160.561,0.48699375,0.47568,0.481336875,533151.0533477528,105685.43872249397,427465.61462525884,2.0,0.4912109375,1.0,0.0,0.985964988966,96.8096068382,0.497719664574
3814308160.661,0.48434,0.47873,0.481535,538617.4646952793,101518.34762753113,437099.1170677481,2.0,0.4912109375,1.0,0.0,0.981142626311,100.47355957,0.500348730087
3814308160.761,0.48739375,0.47406499999999996,0.480729375,531978.96541648,109186.54155800355,422792.42385847645,2.0,0.4912109375,1.0,0.0,0.981142626311,100.47355957,0.500348730087
3814308160.861,0.48649374999999995,0.47456,0.48052687499999996,538391.6420966962,104883.54718504926,433508.0949116469,2.0,0.496289074421,1.0,0.0,0.936606193432,103.459009838,0.500348730087
3814308160.961,0.48635,0.46955,0.47795,537464.8048338633,97855.24706692531,439609.557766938,2.0,0.496289074421,1.0,0.0,0.936606193432,103.459009838,0.500348730087
3814308161.061,0.48880999999999997,0.463645,0.47622749999999997,536667.9223584172,111808.18717926604,424859.7351791512,2.0,0.496289074421,1.0,0.0,0.990786993235,101.423502445,0.49859559536
3814308161.161,0.48651,0.47487,0.48069,532569.4349361554,105822.82434158742,426746.610594568,2.0,0.496289074421,1.0,0.0,0.990786993235,101.423502445,0.49859559536
3814308161.261,0.48503125,0.46989000000000003,0.477460625,534741.5088438622,98980.21781945051,435761.2910244117,2.0,0.496289074421,1.0,0.0,1.04272421784,100.744999981,0.500348730087
3814308161.361,0.48484000000000005,0.47544,0.48014,537012.161680134,96929.7087588707,440082.4529212633,2.0,0.496289074421,1.0,0.0,1.04272421784,100.744999981,0.500348730087
3814308161.461,0.48568,0.474395,0.4800375,528365.3803797641,100580.50456199888,427784.87581776525,2.0,0.5048828125,1.0,0.0,1.03063175404,99.5236166954,0.495966529846
3814308161.561,0.4858975,0.477785,0.48184125,530397.116154189,104992.35427595688,425404.7618782321,2.0,0.5048828125,1.0,0.0,1.03063175404,99.5236166954,0.495966529846
3814308161.661,0.48647625,0.47858,0.482528125,522887.52065806877,104609.5298825921,418277.9907754767,2.0,0.5048828125,1.0,0.0,1.01492491789,96.266726017,0.502101864815
3814308161.761,0.4823925,0.466075,0.47423375,543173.2616069415,107596.11774090736,435577.1438660341,2.0,0.5048828125,1.0,0.0,1.01492491789,96.266726017,0.502101864815
3814308161.861,0.4864625,0.47182999999999997,0.47914625,542230.1291382101,102744.73870423259,439485.3904339775,2.0,0.5048828125,1.0,0.0,0.961868858568,100.20211916,0.501225934029
3814308161.961,0.4865125,0.46828000000000003,0.47739625,548307.0892729923,103795.07954466344,444512.0097283289,2.0,0.5048828125,1.0,0.0,0.961868858568,100.20211916,0.501225934029
3814308162.061,0.48669999999999997,0.47196499999999997,0.47933249999999994,551015.1343639032,109789.64417673548,441225.4901871677,2.0,0.495312511921,1.0,0.0,0.931799857582,99.6592383385,0.502977795601
3814308162.161,0.4894175,0.46526,0.47733875000000003,532640.1476852435,105567.11031934565,427073.03736589785,2.0,0.495312511921,1.0,0.0,0.931799857582,99.6592383385,0.502977795601
3814308162.261,0.48365,0.47718,0.48041500000000004,553323.283228666,99773.7781941769,453549.50503448915,2.0,0.495312511921,1.0,0.0,0.957055210721,101.287880802,0.49859559536
3814308162.361,0.48931875,0.473255,0.481286875,541692.0044731699,99886.9051455599,441805.09932761,2.0,0.495312511921,1.0,0.0,0.957055210721,101.287880802,0.49859559536
3814308162.461,0.4856625,0.47633000000000003,0.48099625,543244.7641017811,103101.46719047327,440143.2969113078,2.0,0.495312511921,1.0,0.0,0.976321657067,100.744999981,0.501225934029
3814308162.561,0.48305375,0.471735,0.47739437500000004,537723.9289268882,103852.57409958058,433871.3548273076,2.0,0.495312511921,1.0,0.0,0.976321657067,100.744999981,0.501225934029
3814308162.661,0.48741249999999997,0.475725,0.48156875,547079.5865692527,100057.23912422385,447022.34744502883,2.0,0.50390625,1.0,0.0,0.995612142207,100.20211916,0.502977795601
3814308162.761,0.48632,0.47275,0.479535,553487.9548287583,101334.75049052176,452153.2043382365,2.0,0.50390625,1.0,0.0,0.995612142207,100.20211916,0.502977795601
3814308162.861,0.48924,0.471515,0.4803775,542485.7148165692,102954.76692273973,439530.9478938295,2.0,0.50390625,1.0,0.0,1.00888760981,99.1165546417,0.502101864815
3814308162.961,0.48513249999999997,0.473985,0.47955875,553304.1401996415,104028.47179312348,449275.668406518,2.0,0.50390625,1.0,0.0,1.00888760981,99.1165546417,0.502101864815
3814308163.061,0.48857874999999995,0.46074499999999996,0.47466187499999996,543384.104150289,104387.92452203292,438996.17962825607,2.0,0.50390625,1.0,0.0,0.998025239223,100.337937927,0.501225934029
3814308163.161,0.486105,0.47078,0.4784425,547893.0034404788,105206.98134158872,442686.0220988901,2.0,0.50390625,1.0,0.0,0.998025239223,100.337937927,0.501225934029
3814308163.261,0.483495,0.47029,0.4768925,554904.5334788687,97713.12650784187,457191.4069710268,2.0,0.49863281846,1.0,0.0,0.964277079149,99.5236166954,0.502101864815
3814308163.361,0.48792375,0.468955,0.478439375,532240.7046190768,111102.39857296532,421138.3060461115,2.0,0.49863281846,1.0,0.0,0.964277079149,99.5236166954,0.502101864815
3814308163.461,0.48866125,0.47374499999999997,0.48120312499999995,537040.1510943375,107882.5235765059,429157.62751783157,2.0,0.49863281846,1.0,0.0,0.978731967512,94.5026590347,0.502101864815
3814308163.561,0.4887975,0.463515,0.47615625,528947.0074330921,105288.60479246691,423658.4026406252,2.0,0.49863281846,1.0,0.0,0.978731967512,94.5026590347,0.502101864815
3814308163.661,0.487665,0.469675,0.47867000000000004,541569.8588767692,102137.33936821268,439432.5195085565,2.0,0.49863281846,1.0,0.0,0.951038798257,96.9452284813,0.500348730087
3814308163.761,0.4872325,0.46892,0.47807625,533561.3427583304,102116.5761508852,431444.7666074452,2.0,0.49863281846,1.0,0.0,0.951038798257,96.9452284813,0.500348730087
3814308163.861,0.48435875,0.477925,0.481141875,536480.8282517857,100509.37063287516,435971.4576189106,2.0,0.502148449421,1.0,0.0,0.90058477389,96.5381664276,0.501225934029
3814308163.961,0.48726125,0.47324,0.480250625,534255.2597823746,109771.2990229738,424483.9607594008,2.0,0.502148449421,1.0,0.0,0.90058477389,96.5381664276,0.501225934029
3814308164.061,0.4897675,0.468985,0.47937625,539288.4369338244,106090.14056237781,433198.29637144663,2.0,0.502148449421,1.0,0.0,0.922187873901,99.3879950523,0.494213395119
3814308164.161,0.48632875,0.47199,0.479159375,537751.2266072083,98431.21026756937,439320.01633963885,2.0,0.502148449421,1.0,0.0,0.922187873901,99.3879950523,0.494213395119
3814308164.261,0.48958625,0.47322,0.481403125,517300.6095034172,106232.56431775301,411068.0451856642,2.0,0.502148449421,1.0,0.0,0.948632493237,100.47355957,0.494213395119
3814308164.361,0.489445,0.475645,0.482545,534703.6813669299,112775.36278781605,421928.31857911387,2.0,0.502148449421,1.0,0.0,0.948632493237,100.47355957,0.494213395119
3814308164.461,0.4880275,0.474105,0.48106625000000003,529546.654557113,108199.31058158795,421347.343975525,2.0,0.491015642881,1.0,0.0,0.958258055049,104.137512302,0.492460260391
3814308164.561,0.49039875,0.48007500000000003,0.485236875,526541.3683340121,104298.32239125775,422243.04594275437,2.0,0.491015642881,1.0,0.0,0.958258055049,104.137512302,0.492460260391
3814308164.661,0.48966875,0.484895,0.487281875,528570.4976093957,104878.04429066292,423692.45331873273,2.0,0.491015642881,1.0,0.0,0.999231042021,102.10200491,0.499472799301
3814308164.761,0.48838375,0.471705,0.48004437499999997,527223.8712269492,107415.79906394218,419808.072163007,2.0,0.491015642881,1.0,0.0,0.999231042021,102.10200491,0.499472799301
3814308164.861,0.4926925,0.48329500000000003,0.48799375,518900.6306939944,108867.97171314395,410032.6589808505,2.0,0.491015642881,1.0,0.0,1.08269252863,105.087455177,0.502977795601
3814308164.961,0.49135874999999996,0.479855,0.485606875,539728.9764507748,106915.10482619343,432813.8716245814,2.0,0.491015642881,1.0,0.0,1.08269252863,105.087455177,0.502977795601
3814308165.061,0.4880325,0.47195,0.47999125,528066.4345808014,102186.03116911909,425880.40341168235,2.0,0.508007824421,1.0,0.0,1.08390618395,98.5736738205,0.502977795601
3814308165.161,0.49019875,0.484815,0.487506875,528719.4297607003,105595.60831553653,423123.8214451638,2.0,0.508007824421,1.0,0.0,1.08390618395,98.5736738205,0.502977795601
3814308165.261,0.48765375,0.473295,0.480474375,539809.5448792519,110854.79706862681,428954.74781062506,2.0,0.508007824421,1.0,0.0,1.07541947079,100.744999981,0.502977795601
3814308165.361,0.49177875000000004,0.473085,0.482431875,527318.7877356294,107486.63448113229,419832.1532544971,2.0,0.508007824421,1.0,0.0,1.07541947079,100.744999981,0.502977795601
3814308165.461,0.49132375,0.476995,0.484159375,525472.5228223302,111776.56293613907,413695.9598861912,2.0,0.508007824421,1.0,0.0,1.02338115687,98.1666117668,0.502977795601
3814308165.561,0.48973125,0.47934,0.484535625,539706.5744134953,113874.56394729998,425832.0104661953,2.0,0.508007824421,1.0,0.0,1.02338115687,98.1666117668,0.502977795601
3814308165.661,0.4867225,0.481525,0.48412374999999996,531607.0660822674,108072.81273648432,423534.2533457831,2.0,0.489453136921,1.0,0.0,1.01009419577,103.323388195,0.499472799301
3814308165.761,0.49228500000000003,0.47892,0.48560250000000005,529171.9486560229,110658.1535840809,418513.79507194203,2.0,0.489453136921,1.0,0.0,1.01009419577,103.323388195,0.499472799301
3814308165.861,0.49199,0.483495,0.48774249999999997,534923.0156754573,107038.93406423704,427884.08161122026,2.0,0.489453136921,1.0,0.0,1.00164466144,101.694942856,0.503854999542
3814308165.961,0.48918375000000003,0.486135,0.487659375,545137.9751826745,109794.40461876566,435343.5705639088,2.0,0.489453136921,1.0,0.0,1.00164466144,101.694942856,0.503854999542
3814308166.061,0.4904,0.473245,0.48182250000000004,532853.9956360044,110875.91310563515,421978.0825303692,2.0,0.489453136921,1.0,0.0,1.06209132455,104.137512302,0.49859559536
3814308166.161,0.490475,0.479485,0.48497999999999997,524926.338226739,115489.39400193875,409436.9442248002,2.0,0.489453136921,1.0,0.0,1.06209132455,104.137512302,0.49859559536
3814308166.261,0.49246249999999997,0.48655000000000004,0.48950625000000003,520818.4401604792,112548.17920856716,408270.26095191203,2.0,0.497265636921,1.0,0.0,1.07178235672,101.694942856,0.501225934029
3814308166.361,0.48851625,0.47743,0.482973125,531165.601548447,114284.30702589903,416881.294522548,2.0,0.497265636921,1.0,0.0,1.07178235672,101.694942856,0.501225934029
3814308166.461,0.49414375,0.47491,0.484526875,525917.9713171686,109394.39500840918,416523.5763087594,2.0,0.497265636921,1.0,0.0,1.06572458874,97.352290535,0.502101864815
3814308166.561,0.49393875,0.484205,0.489071875,523019.44151480333,117182.47056063151,405836.97095417185,2.0,0.497265636921,1.0,0.0,1.06572458874,97.352290535,0.502101864815
3814308166.661,0.48891125,0.48338000000000003,0.486145625,519873.636226622,113139.99810528956,406733.6381213324,2.0,0.497265636921,1.0,0.0,1.052405864,97.0810472488,0.500348730087
3814308166.761,0.49097125,0.47795,0.484460625,521586.3553186293,105477.02651847954,416109.3288001497,2.0,0.497265636921,1.0,0.0,1.052405864,97.0810472488,0.500348730087
3814308166.861,0.49121000000000004,0.47654,0.48387500000000006,527945.1258277243,112184.66918367293,415760.4566440514,2.0,0.48964843154,0.0,1.0,0.96909456537,98.9807358742,0.501225934029
3814308166.961,0.490685,0.47622,0.48345249999999995,513434.4352298611,121073.6111928942,392360.8240369669,2.0,0.48964843154,0.0,1.0,0.96909456537,98.9807358742,0.501225934029
3814308167.061,0.49080375,0.48623000000000005,0.488516875,518504.61043321993,112611.00093568527,405893.6094975347,2.0,0.48964843154,0.0,1.0,0.958258055049,99.2521762848,0.500348730087
3814308167.161,0.48985875,0.473905,0.481881875,522341.35923425714,110185.58283248512,412155.77640177205,2.0,0.48964843154,0.0,1.0,0.958258055049,99.2521762848,0.500348730087
3814308167.261,0.48766125,0.48585,0.486755625,524767.5529245085,110697.48250470843,414070.0704198,2.0,0.48964843154,0.0,1.0,0.972707719511,99.5236166954,0.499472799301
3814308167.361,0.49042874999999997,0.47918499999999997,0.48480687499999997,524558.5235909835,112882.39895494963,411676.12463603384,2.0,0.48964843154,0.0,1.0,0.972707719511,99.5236166954,0.499472799301
3814308167.461,0.49214500000000005,0.47468,0.4834125,516695.6598833753,110531.0510333192,406164.6088500561,2.0,0.49941405654,0.0,1.0,0.982347210886,100.744999981,0.499472799301
3814308167.561,0.49075250000000004,0.47226500000000005,0.48150875000000004,519214.60834237386,114683.50789160766,404531.1004507662,2.0,0.49941405654,0.0,1.0,0.982347210886,100.744999981,0.499472799301
3814308167.661,0.48835875,0.480445,0.484401875,526119.891857385,112696.36297903507,413423.52887835,2.0,0.49941405654,0.0,1.0,0.993199393545,98.709492588,0.502977795601
3814308167.761,0.48792,0.465545,0.4767325,532561.0333156377,111693.4214429237,420867.611872714,2.0,0.49941405654,0.0,1.0,0.993199393545,98.709492588,0.502977795601
3814308167.861,0.48874125,0.476425,0.482583125,519666.5820359727,120071.96353645094,399594.61849952175,2.0,0.49941405654,0.0,1.0,1.00164466144,102.644885731,0.502101864815
3814308167.961,0.48713375000000003,0.474665,0.480899375,528888.7453209586,112585.75874510751,416302.98657585104,2.0,0.49941405654,0.0,1.0,1.00164466144,102.644885731,0.502101864815
3814308168.061,0.4885775,0.47631,0.48244375,519344.53090722254,111452.39045281144,407892.1404544111,2.0,0.4970703125,0.0,1.0,0.990786993235,100.47355957,0.500348730087
3814308168.161,0.48961375,0.47638,0.482996875,524905.8811787616,112712.33158515149,412193.5495936101,2.0,0.4970703125,0.0,1.0,0.990786993235,100.47355957,0.500348730087
3814308168.261,0.48729875,0.48468,0.485989375,519167.1711666109,102664.38388386418,416502.78728274675,2.0,0.4970703125,0.0,1.0,1.01492491789,98.5736738205,0.501225934029
3814308168.361,0.487905,0.4797,0.4838025,528180.015868902,115262.57821473645,412917.43765416555,2.0,0.4970703125,0.0,1.0,1.01492491789,98.5736738205,0.501225934029
3814308168.461,0.4908725,0.46897500000000003,0.47992375,512703.0698380595,119674.9986451579,393028.0711929016,2.0,0.4970703125,0.0,1.0,1.01009419577,97.8951713562,0.502977795601
3814308168.561,0.4865075,0.48134,0.48392375,526453.5295544971,110356.80175421311,416096.727800284,2.0,0.4970703125,0.0,1.0,1.01009419577,97.8951713562,0.502977795601
3814308168.661,0.489475,0.4797,0.4845875,518095.9876475432,110940.75530258287,407155.2323449603,2.0,0.502148449421,0.0,1.0,0.96909456537,100.337937927,0.502977795601
3814308168.761,0.49091125,0.47397,0.482440625,526654.2804799164,113378.82762539247,413275.4528545239,2.0,0.502148449421,0.0,1.0,0.96909456537,100.337937927,0.502977795601
3814308168.861,0.486505,0.477875,0.48219,528479.8936397998,108841.17912047377,419638.714519326,2.0,0.502148449421,0.0,1.0,0.952241207523,97.8951713562,0.500348730087
3814308168.961,0.49194125,0.47043,0.481185625,523691.19275944703,110061.68687903228,413629.50588041474,2.0,0.502148449421,0.0,1.0,0.952241207523,97.8951713562,0.500348730087
